gene_symbol,human_ortholog,appears_in_cbioportal,appears_in_cbioportal_mutated_gene_universe
Ptpru,PTPRU,TRUE,TRUE
Ptprv,NA,FALSE,FALSE
Pttg1,PTTG1,TRUE,TRUE
Pudp,PUDP,TRUE,TRUE
Pum1,PUM1,TRUE,TRUE
Pum2,PUM2,TRUE,TRUE
Pum3,PUM3,TRUE,TRUE
Purg,PURG,TRUE,TRUE
Pus10,PUS10,TRUE,TRUE
Pus7,PUS7,TRUE,TRUE
Pus7l,PUS7L,TRUE,TRUE
Pwp1,PWP1,TRUE,TRUE
Pwwp3b,PWWP3B,TRUE,TRUE
Pxdc1,PXDC1,TRUE,TRUE
Pygb,PYGB,TRUE,TRUE
Pygm,PYGM,TRUE,TRUE
Qdpr,QDPR,TRUE,TRUE
Qpct,QPCT,TRUE,TRUE
Qsox1,QSOX1,TRUE,TRUE
Qtrt1,QTRT1,TRUE,TRUE
Qtrt2,QTRT2,TRUE,TRUE
R3hcc1l,R3HCC1L,TRUE,TRUE
R3hdml,R3HDML,TRUE,TRUE
Rab11fip1,RAB11FIP1,TRUE,TRUE
Rab11fip5,RAB11FIP5,TRUE,TRUE
Rab21,RAB21,TRUE,TRUE
Rab23,RAB23,TRUE,TRUE
Rab37,RAB37,TRUE,TRUE
Rab3il1,RAB3IL1,TRUE,TRUE
Rab44,RAB44,TRUE,TRUE
Rab8b,RAB8B,TRUE,TRUE
Rabgap1l,RABGAP1L,TRUE,TRUE
Rabl3,RABL3,TRUE,TRUE
Racgap1,RACGAP1,TRUE,TRUE
Rad51ap1,RAD51AP1,TRUE,TRUE
Rad51b,RAD51B,TRUE,TRUE
Rad51d,RAD51D,TRUE,TRUE
Rad54l,RAD54L,TRUE,TRUE
Rad9a,RAD9A,TRUE,TRUE
Raet1d,RAET1E,TRUE,TRUE
Rag1,RAG1,TRUE,TRUE
Rai1,RAI1,TRUE,TRUE
Rai14,RAI14,TRUE,TRUE
Rala,RALA,TRUE,TRUE
Ralbp1,RALBP1,TRUE,TRUE
Ralgapa1,RALGAPA1,TRUE,TRUE
Ralgds,RALGDS,TRUE,TRUE
Ralgps2,RALGPS2,TRUE,TRUE
Ramp1,RAMP1,TRUE,TRUE
Ran,RAN,TRUE,TRUE
Ranbp2,RANBP2,TRUE,TRUE
Ranbp3,RANBP3,TRUE,TRUE
Rap1gap,RAP1GAP,TRUE,TRUE
Rap1gap2,RAP1GAP2,TRUE,TRUE
Rap1gds1,RAP1GDS1,TRUE,TRUE
Rapgef2,RAPGEF2,TRUE,TRUE
Rapgef3,RAPGEF3,TRUE,TRUE
Rapgef6,RAPGEF6,TRUE,TRUE
Rapgefl1,RAPGEFL1,TRUE,TRUE
Rasa1,RASA1,TRUE,TRUE
Rasal1,RASAL1,TRUE,TRUE
Rasal2,RASAL2,TRUE,TRUE
Rasal3,RASAL3,TRUE,TRUE
Rasd2,RASD2,TRUE,TRUE
Rasef,RASEF,TRUE,TRUE
Rasgef1a,RASGEF1A,TRUE,TRUE
Rasgef1b,RASGEF1B,TRUE,TRUE
Rasgef1c,RASGEF1C,TRUE,TRUE
Rasgrf1,RASGRF1,TRUE,TRUE
Rasgrf2,RASGRF2,TRUE,TRUE
Raver1,RAVER1,TRUE,TRUE
Rb1,RB1,TRUE,TRUE
Rb1cc1,RB1CC1,TRUE,TRUE
Rbak,RBAK,TRUE,TRUE
Rbbp6,RBBP6,TRUE,TRUE
Rbbp8nl,RBBP8NL,TRUE,TRUE
Rbfox2,RBFOX2,TRUE,TRUE
Rbks,RBKS,TRUE,TRUE
Rbm10,RBM10,TRUE,TRUE
Rbm12,RBM12,TRUE,TRUE
Rbm14,RBM14,TRUE,TRUE
Rbm15b,RBM15B,TRUE,TRUE
Rbm17,RBM17,TRUE,TRUE
Rbm19,RBM19,TRUE,TRUE
Rbm22,RBM22,TRUE,TRUE
Rbm27,RBM27,TRUE,TRUE
Rbm28,RBM28,TRUE,TRUE
Rbm3,RBM3,TRUE,TRUE
Rbm41,RBM41,TRUE,TRUE
Rbm47,RBM47,TRUE,TRUE
Rbm5,RBM5,TRUE,TRUE
Rbm6,RBM6,TRUE,TRUE
Rbm8a,RBM8A,TRUE,TRUE
Rbms1,RBMS1,TRUE,TRUE
Rbms3,RBMS3,TRUE,TRUE
Rbmx,RBMX,TRUE,TRUE
Rbp3,RBP3,TRUE,TRUE
Rbpj,RBPJ,TRUE,TRUE
Rbsn,RBSN,TRUE,TRUE
Rbx1,RBX1,FALSE,FALSE
Rc3h1,RC3H1,TRUE,TRUE
Rc3h2,RC3H2,TRUE,TRUE
Rcc2,RCC2,TRUE,TRUE
Rcl1,RCL1,TRUE,TRUE
Rcn3,RCN3,TRUE,TRUE
Rdh12,RDH12,TRUE,TRUE
Rdh5,RDH5,TRUE,TRUE
Rdh7,RDH16,TRUE,TRUE
Rdh9,RDH16,TRUE,TRUE
Rdx,RDX,TRUE,TRUE
Reck,RECK,TRUE,TRUE
Recql,RECQL,TRUE,TRUE
Recql4,RECQL4,TRUE,TRUE
Reg1,REG1A,TRUE,TRUE
Reg3g,REG3A,TRUE,TRUE
Rel,REL,TRUE,TRUE
Relb,RELB,TRUE,TRUE
Rell1,RELL1,FALSE,FALSE
Reln,RELN,TRUE,TRUE
Reps1,REPS1,TRUE,TRUE
Resp18,RESP18,TRUE,TRUE
Retsat,RETSAT,TRUE,TRUE
Rexo1,REXO1,TRUE,TRUE
Rexo5,REXO5,TRUE,TRUE
Rfc1,RFC1,TRUE,TRUE
Rfc3,RFC3,TRUE,TRUE
Rfc4,RFC4,TRUE,TRUE
Rfx3,RFX3,TRUE,TRUE
Rgl3,RGL3,TRUE,TRUE
Rgmb,RGMB,TRUE,TRUE
Rgs12,RGS12,TRUE,TRUE
Rgs16,RGS16,TRUE,TRUE
Rgs19,RGS19,TRUE,TRUE
Rgs3,RGS3,TRUE,TRUE
Rgs6,RGS6,TRUE,TRUE
Rgs7,RGS7,TRUE,TRUE
Rgsl1,RGSL1,TRUE,TRUE
Rhbdd2,RHBDD2,TRUE,TRUE
Rhbdd3,RHBDD3,TRUE,TRUE
Rhbdf2,RHBDF2,TRUE,TRUE
Rhoa,RHOA,TRUE,TRUE
Rhobtb2,RHOBTB2,TRUE,TRUE
Rhod,RHOD,TRUE,TRUE
Rhot1,RHOT1,TRUE,TRUE
Rhox1,NA,FALSE,FALSE
Rhox12,NA,FALSE,FALSE
Rhox2c,NA,FALSE,FALSE
Rhox3g,NA,FALSE,FALSE
Rhox9,NA,FALSE,FALSE
Rimbp2,RIMBP2,TRUE,TRUE
Rimklb,RIMKLB,TRUE,TRUE
Rims4,RIMS4,TRUE,TRUE
Rin2,RIN2,TRUE,TRUE
Rin3,RIN3,TRUE,TRUE
Riok2,RIOK2,TRUE,TRUE
Ripk4,RIPK4,TRUE,TRUE
Ripor2,RIPOR2,TRUE,TRUE
Rlbp1,RLBP1,TRUE,TRUE
Rmc1,RMC1,TRUE,TRUE
Rnase1,RNASE1,TRUE,TRUE
Rnase2b,RNASE2,TRUE,TRUE
Rnf113a1,RNF113A,TRUE,TRUE
Rnf114,RNF114,TRUE,TRUE
Rnf123,RNF123,TRUE,TRUE
Rnf145,RNF145,TRUE,TRUE
Rnf214,RNF214,TRUE,TRUE
Rnf216,RNF216,TRUE,TRUE
Rnf31,RNF31,TRUE,TRUE
Rnf38,RNF38,TRUE,TRUE
Rnf39,RNF39,TRUE,TRUE
Rnf44,RNF44,TRUE,TRUE
Rngtt,RNGTT,TRUE,TRUE
Rnh1,RNH1,TRUE,TRUE
Rnpc3,RNPC3,TRUE,TRUE
Rnps1,RNPS1,TRUE,TRUE
Ro60,RO60,TRUE,TRUE
Rock2,ROCK2,TRUE,TRUE
Ror1,ROR1,TRUE,TRUE
Ror2,ROR2,TRUE,TRUE
Ros1,ROS1,TRUE,TRUE
Rp1l1,RP1L1,TRUE,TRUE
Rpa1,RPA1,TRUE,TRUE
Rpap2,RPAP2,TRUE,TRUE
Rpe65,RPE65,TRUE,TRUE
Rpgrip1,RPGRIP1,TRUE,TRUE
Rpgrip1l,RPGRIP1L,TRUE,TRUE
Rph3al,RPH3AL,TRUE,TRUE
Rpl10-ps3,RPL10,TRUE,TRUE
Rpl10l,RPL10L,TRUE,TRUE
Rpl11,RPL11,TRUE,TRUE
Rpl14,RPL14,TRUE,TRUE
Rpl39,RPL39,TRUE,TRUE
Rpl7l1,RPL7L1,TRUE,TRUE
Rpn1,RPN1,TRUE,TRUE
Rpp30,RPP30,TRUE,TRUE
Rprd1b,RPRD1B,TRUE,TRUE
Rprd2,RPRD2,TRUE,TRUE
Rps15a,RPS15A,TRUE,TRUE
Rps2,RPS2,TRUE,TRUE
Rps27a,RPS27A,TRUE,TRUE
Rps6ka3,RPS6KA3,TRUE,TRUE
Rps6ka4,RPS6KA4,TRUE,TRUE
Rps6ka5,RPS6KA5,TRUE,TRUE
Rptn,RPTN,TRUE,TRUE
Rptor,RPTOR,TRUE,TRUE
Rras2,RRAS2,TRUE,TRUE
Rrbp1,RRBP1,TRUE,TRUE
Rreb1,RREB1,TRUE,TRUE
Rrp1,RRP1,TRUE,TRUE
Rrp12,RRP12,TRUE,TRUE
Rrs1,RRS1,TRUE,TRUE
Rsc1a1,RSC1A1,TRUE,TRUE
Rsph14,RSPH14,TRUE,TRUE
Rsph6a,RSPH6A,TRUE,TRUE
Rsrc1,RSRC1,TRUE,TRUE
Rtel1,RTEL1,TRUE,TRUE
Rtl3,RTL3,TRUE,TRUE
Rtl5,RTL5,TRUE,TRUE
Rtl6,RTL6,TRUE,TRUE
Rtn3,RTN3,TRUE,TRUE
Rtn4,RTN4,TRUE,TRUE
Rtn4ip1,RTN4IP1,TRUE,TRUE
Rtn4r,RTN4R,TRUE,TRUE
Rtp3,RTP3,TRUE,TRUE
Rttn,RTTN,TRUE,TRUE
Rufy1,RUFY1,TRUE,TRUE
Rundc3a,RUNDC3A,TRUE,TRUE
Runx3,RUNX3,TRUE,TRUE
Rusc1,RUSC1,TRUE,TRUE
Rusc2,RUSC2,TRUE,TRUE
Ruvbl2,RUVBL2,TRUE,TRUE
Rwdd3,RWDD3,TRUE,TRUE
Rxfp2,RXFP2,TRUE,TRUE
Rxfp4,RXFP4,TRUE,TRUE
Rxrg,RXRG,TRUE,TRUE
Rybp,RYBP,TRUE,TRUE
Ryr1,RYR1,TRUE,TRUE
Ryr2,RYR2,TRUE,TRUE
Ryr3,RYR3,TRUE,TRUE
S100a7a,NA,FALSE,FALSE
S1pr1,S1PR1,TRUE,TRUE
Saa3,SAA1,TRUE,TRUE
Saal1,SAAL1,TRUE,TRUE
Sac3d1,SAC3D1,TRUE,TRUE
Sacs,SACS,TRUE,TRUE
Safb2,SAFB2,TRUE,TRUE
Sall1,SALL1,TRUE,TRUE
Sall3,SALL3,TRUE,TRUE
Sall4,SALL4,TRUE,TRUE
Samd14,SAMD14,TRUE,TRUE
Samhd1,SAMHD1,TRUE,TRUE
Saraf,SARAF,TRUE,TRUE
Sarm1,SARM1,TRUE,TRUE
Sart3,SART3,TRUE,TRUE
Sash3,SASH3,TRUE,TRUE
Sass6,SASS6,TRUE,TRUE
Satb1,SATB1,TRUE,TRUE
Satb2,SATB2,TRUE,TRUE
Sav1,SAV1,TRUE,TRUE
Sbf1,SBF1,TRUE,TRUE
Sbf2,SBF2,TRUE,TRUE
Sbno1,SBNO1,TRUE,TRUE
Sbsn,SBSN,TRUE,TRUE
Scaf11,SCAF11,TRUE,TRUE
Scamp3,SCAMP3,TRUE,TRUE
Scamp4,SCAMP4,TRUE,TRUE
Scfd1,SCFD1,TRUE,TRUE
Scg3,SCG3,TRUE,TRUE
Scgb1a1,SCGB1A1,TRUE,TRUE
Scgb1b3,NA,FALSE,FALSE
Scn10a,SCN10A,TRUE,TRUE
Scn11a,SCN11A,TRUE,TRUE
Scn1a,SCN1A,TRUE,TRUE
Scn2a,SCN2A,TRUE,TRUE
Scn3a,SCN3A,TRUE,TRUE
Scn4a,SCN4A,TRUE,TRUE
Scn5a,SCN5A,TRUE,TRUE
Scn7a,SCN7A,TRUE,TRUE
Scn8a,SCN8A,TRUE,TRUE
Scn9a,SCN9A,TRUE,TRUE
Scnn1g,SCNN1G,TRUE,TRUE
Scrib,SCRIB,TRUE,TRUE
Scrn2,SCRN2,TRUE,TRUE
Scube1,SCUBE1,TRUE,TRUE
Scyl2,SCYL2,TRUE,TRUE
Sdha,SDHA,TRUE,TRUE
Sdhaf4,SDHAF4,TRUE,TRUE
Sdk1,SDK1,TRUE,TRUE
Sdk2,SDK2,TRUE,TRUE
Sec14l1,SEC14L1,TRUE,TRUE
Sec14l2,SEC14L2,TRUE,TRUE
Sec14l3,SEC14L3,TRUE,TRUE
Sec16a,SEC16A,TRUE,TRUE
Sec16b,SEC16B,TRUE,TRUE
Sec22c,SEC22C,TRUE,TRUE
Sec23ip,SEC23IP,TRUE,TRUE
Sec24b,SEC24B,TRUE,TRUE
Sec24d,SEC24D,TRUE,TRUE
Sec31a,SEC31A,TRUE,TRUE
Sec31b,SEC31B,TRUE,TRUE
Secisbp2l,SECISBP2L,TRUE,TRUE
Sectm1b,SECTM1,TRUE,TRUE
Selenbp2,SELENBP1,TRUE,TRUE
Sell,SELL,TRUE,TRUE
Selp,SELP,TRUE,TRUE
Selplg,SELPLG,TRUE,TRUE
Sema3a,SEMA3A,TRUE,TRUE
Sema3f,SEMA3F,TRUE,TRUE
Sema3g,SEMA3G,TRUE,TRUE
Sema6b,SEMA6B,TRUE,TRUE
Sema6c,SEMA6C,TRUE,TRUE
Sema7a,SEMA7A,TRUE,TRUE
Senp2,SENP2,TRUE,TRUE
Septin12,SEPTIN12,TRUE,TRUE
Septin4,SEPTIN4,TRUE,TRUE
Septin5,SEPTIN5,TRUE,TRUE
Septin8,SEPTIN8,TRUE,TRUE
Septin9,SEPTIN9,TRUE,TRUE
Serinc5,SERINC5,TRUE,TRUE
Serpina10,SERPINA10,TRUE,TRUE
Serpina11,SERPINA11,TRUE,TRUE
Serpina1b,SERPINA1,TRUE,TRUE
Serpina1d,SERPINA1,TRUE,TRUE
Serpina3k,SERPINA3,TRUE,TRUE
Serpinb1c,SERPINB1,TRUE,TRUE
Serpinb6e,SERPINB6,TRUE,TRUE
Serpinh1,SERPINH1,TRUE,TRUE
Sesn3,SESN3,TRUE,TRUE
Setbp1,SETBP1,TRUE,TRUE
Setd1a,SETD1A,TRUE,TRUE
Setd2,SETD2,TRUE,TRUE
Setd3,SETD3,TRUE,TRUE
Setd5,SETD5,TRUE,TRUE
Setdb1,SETDB1,TRUE,TRUE
Setx,SETX,TRUE,TRUE
Sez6l2,SEZ6L2,TRUE,TRUE
Sf3a1,SF3A1,TRUE,TRUE
Sf3b3,SF3B3,TRUE,TRUE
Sfmbt2,SFMBT2,TRUE,TRUE
Sfr1,SFR1,TRUE,TRUE
Sfrp4,SFRP4,TRUE,TRUE
Sfswap,SFSWAP,TRUE,TRUE
Sft2d2,SFT2D2,TRUE,TRUE
Sftpb,SFTPB,TRUE,TRUE
Sfxn3,SFXN3,TRUE,TRUE
Sfxn5,SFXN5,TRUE,TRUE
Sgcg,SGCG,TRUE,TRUE
Sgk2,SGK2,TRUE,TRUE
Sgo1,SGO1,TRUE,TRUE
Sgpp2,SGPP2,TRUE,TRUE
Sgsh,SGSH,TRUE,TRUE
Sgsm1,SGSM1,TRUE,TRUE
Sgsm2,SGSM2,TRUE,TRUE
Sgta,SGTA,TRUE,TRUE
Sh2d3c,SH2D3C,TRUE,TRUE
Sh3bgrl3,SH3BGRL3,FALSE,FALSE
Sh3bp1,SH3BP1,TRUE,TRUE
Sh3bp2,SH3BP2,TRUE,TRUE
Sh3bp4,SH3BP4,TRUE,TRUE
Sh3gl1,SH3GL1,TRUE,TRUE
Sh3gl2,SH3GL2,TRUE,TRUE
Sh3kbp1,SH3KBP1,TRUE,TRUE
Sh3pxd2a,SH3PXD2A,TRUE,TRUE
Sh3pxd2b,SH3PXD2B,TRUE,TRUE
Sh3rf1,SH3RF1,TRUE,TRUE
Sh3tc1,SH3TC1,TRUE,TRUE
Sh3tc2,SH3TC2,TRUE,TRUE
Shank1,SHANK1,TRUE,TRUE
Shank3,SHANK3,TRUE,TRUE
Shbg,SHBG,TRUE,TRUE
Shc4,SHC4,TRUE,TRUE
Shd,SHD,TRUE,TRUE
Shf,SHF,TRUE,TRUE
Shisa3,SHISA3,TRUE,TRUE
Shisa9,SHISA9,TRUE,TRUE
Shoc1,SHOC1,TRUE,TRUE
Shpk,SHPK,TRUE,TRUE
Shprh,SHPRH,TRUE,TRUE
Shroom2,SHROOM2,TRUE,TRUE
Shroom3,SHROOM3,TRUE,TRUE
Shroom4,SHROOM4,TRUE,TRUE
Shtn1,SHTN1,TRUE,TRUE
Siah1b,SIAH1,FALSE,FALSE
Siah2,SIAH2,TRUE,TRUE
Siglec1,SIGLEC1,TRUE,TRUE
Siglecf,SIGLEC5,TRUE,TRUE
Siglecg,SIGLEC10,TRUE,TRUE
Sik1,SIK1,TRUE,TRUE
Sik2,SIK2,TRUE,TRUE
Sik3,SIK3,TRUE,TRUE
Sil1,SIL1,TRUE,TRUE
Sim1,SIM1,TRUE,TRUE
Simc1,SIMC1,TRUE,TRUE
Sin3b,SIN3B,TRUE,TRUE
Sipa1,SIPA1,TRUE,TRUE
Sipa1l2,SIPA1L2,TRUE,TRUE
Sipa1l3,SIPA1L3,TRUE,TRUE
Sirpb1b,SIRPA,TRUE,TRUE
Sirpb1c,SIRPA,TRUE,TRUE
Sirt3,SIRT3,TRUE,TRUE
Sirt6,SIRT6,TRUE,TRUE
Six4,SIX4,TRUE,TRUE
Skap1,SKAP1,TRUE,TRUE
Skil,SKIL,TRUE,TRUE
Skint3,NA,FALSE,FALSE
Skint6,NA,FALSE,FALSE
Skiv2l,SKIC2,TRUE,TRUE
Skor1,SKOR1,TRUE,TRUE
Sla,SLA,TRUE,TRUE
Slamf7,SLAMF7,TRUE,TRUE
Slbp,SLBP,FALSE,FALSE
Slc10a7,SLC10A7,TRUE,TRUE
Slc12a2,SLC12A2,TRUE,TRUE
Slc12a3,SLC12A3,TRUE,TRUE
Slc12a5,SLC12A5,TRUE,TRUE
Slc12a6,SLC12A6,TRUE,TRUE
Slc12a7,SLC12A7,TRUE,TRUE
Slc12a8,SLC12A8,TRUE,TRUE
Slc13a1,SLC13A1,TRUE,TRUE
Slc13a5,SLC13A5,TRUE,TRUE
Slc14a1,SLC14A1,TRUE,TRUE
Slc14a2,SLC14A2,TRUE,TRUE
Slc15a2,SLC15A2,TRUE,TRUE
Slc15a5,SLC15A5,TRUE,TRUE
Slc16a12,SLC16A12,TRUE,TRUE
Slc16a5,SLC16A5,TRUE,TRUE
Slc17a6,SLC17A6,TRUE,TRUE
Slc17a9,SLC17A9,TRUE,TRUE
Slc18a2,SLC18A2,TRUE,TRUE
Slc18b1,SLC18B1,TRUE,TRUE
Slc19a3,SLC19A3,TRUE,TRUE
Slc1a3,SLC1A3,TRUE,TRUE
Slc20a2,SLC20A2,TRUE,TRUE
Slc22a13,SLC22A13,TRUE,TRUE
Slc22a16,SLC22A16,TRUE,TRUE
Slc22a19,SLC22A10,TRUE,TRUE
Slc22a23,SLC22A23,TRUE,TRUE
Slc22a3,SLC22A3,TRUE,TRUE
Slc22a6,SLC22A6,TRUE,TRUE
Slc23a1,SLC23A1,TRUE,TRUE
Slc24a5,SLC24A5,TRUE,TRUE
Slc25a17,SLC25A17,TRUE,TRUE
Slc25a19,SLC25A19,TRUE,TRUE
Slc25a31,SLC25A31,TRUE,TRUE
Slc25a35,SLC25A35,TRUE,TRUE
Slc25a39,SLC25A39,TRUE,TRUE
Slc25a40,SLC25A40,TRUE,TRUE
Slc25a45,SLC25A45,TRUE,TRUE
Slc26a1,SLC26A1,TRUE,TRUE
Slc26a11,SLC26A11,TRUE,TRUE
Slc26a8,SLC26A8,TRUE,TRUE
Slc26a9,SLC26A9,TRUE,TRUE
Slc27a5,SLC27A5,TRUE,TRUE
Slc28a1,SLC28A1,TRUE,TRUE
Slc28a2,SLC28A2,TRUE,TRUE
Slc29a3,SLC29A3,TRUE,TRUE
Slc29a4,SLC29A4,TRUE,TRUE
Slc2a10,SLC2A10,TRUE,TRUE
Slc2a4,SLC2A4,TRUE,TRUE
Slc2a6,SLC2A6,TRUE,TRUE
Slc2a7,SLC2A7,TRUE,TRUE
Slc30a1,SLC30A1,TRUE,TRUE
Slc34a1,SLC34A1,TRUE,TRUE
Slc34a2,SLC34A2,TRUE,TRUE
Slc34a3,SLC34A3,TRUE,TRUE
Slc35a2,SLC35A2,TRUE,TRUE
Slc35a5,SLC35A5,TRUE,TRUE
Slc35c2,SLC35C2,FALSE,FALSE
Slc35e3,SLC35E3,TRUE,TRUE
Slc35f6,SLC35F6,TRUE,TRUE
Slc35g1,SLC35G1,TRUE,TRUE
Slc36a3,SLC36A3,TRUE,TRUE
Slc37a2,SLC37A2,TRUE,TRUE
Slc38a10,SLC38A10,TRUE,TRUE
Slc38a6,SLC38A6,TRUE,TRUE
Slc39a10,SLC39A10,TRUE,TRUE
Slc39a2,SLC39A2,TRUE,TRUE
Slc39a4,SLC39A4,TRUE,TRUE
Slc39a6,SLC39A6,TRUE,TRUE
Slc39a8,SLC39A8,TRUE,TRUE
Slc3a2,SLC3A2,TRUE,TRUE
Slc40a1,SLC40A1,TRUE,TRUE
Slc41a2,SLC41A2,TRUE,TRUE
Slc44a2,SLC44A2,TRUE,TRUE
Slc44a5,SLC44A5,TRUE,TRUE
Slc45a1,SLC45A1,TRUE,TRUE
Slc45a2,SLC45A2,TRUE,TRUE
Slc4a1,SLC4A1,TRUE,TRUE
Slc4a11,SLC4A11,TRUE,TRUE
Slc4a4,SLC4A4,TRUE,TRUE
Slc4a5,SLC4A5,TRUE,TRUE
Slc4a8,SLC4A8,TRUE,TRUE
Slc52a2,SLC52A1,TRUE,TRUE
Slc5a1,SLC5A1,TRUE,TRUE
Slc5a10,SLC5A10,TRUE,TRUE
Slc5a11,SLC5A11,TRUE,TRUE
Slc5a12,SLC5A12,TRUE,TRUE
Slc5a4b,SLC5A4,TRUE,TRUE
Slc6a11,SLC6A11,TRUE,TRUE
Slc6a13,SLC6A13,TRUE,TRUE
Slc6a15,SLC6A15,TRUE,TRUE
Slc6a18,SLC6A18,TRUE,TRUE
Slc6a19,SLC6A19,TRUE,TRUE
Slc6a4,SLC6A4,TRUE,TRUE
Slc6a5,SLC6A5,TRUE,TRUE
Slc6a6,SLC6A6,TRUE,TRUE
Slc7a11,SLC7A11,TRUE,TRUE
Slc7a15,NA,FALSE,FALSE
Slc7a2,SLC7A2,TRUE,TRUE
Slc7a3,SLC7A3,TRUE,TRUE
Slc8a3,SLC8A3,TRUE,TRUE
Slc9a1,SLC9A1,TRUE,TRUE
Slco1a4,SLCO1A2,TRUE,TRUE
Slco1b2,SLCO1B1,TRUE,TRUE
Slco3a1,SLCO3A1,TRUE,TRUE
Slco4a1,SLCO4A1,TRUE,TRUE
Slco4c1,SLCO4C1,TRUE,TRUE
Slco5a1,SLCO5A1,TRUE,TRUE
Slf2,SLF2,TRUE,TRUE
Slfn1,SLFN12,TRUE,TRUE
Slfn14,SLFN14,TRUE,TRUE
Slfn2,SLFN12,TRUE,TRUE
Slfn4,SLFN12,TRUE,TRUE
Slfn5,SLFN5,TRUE,TRUE
Slfn9,SLFN11,TRUE,TRUE
Slit1,SLIT1,TRUE,TRUE
Slit2,SLIT2,TRUE,TRUE
Slit3,SLIT3,TRUE,TRUE
Slitrk4,SLITRK4,TRUE,TRUE
Slitrk5,SLITRK5,TRUE,TRUE
Slk,SLK,TRUE,TRUE
Sltm,SLTM,TRUE,TRUE
Smad2,SMAD2,TRUE,TRUE
Smad3,SMAD3,TRUE,TRUE
Smad4,SMAD4,TRUE,TRUE
Smad6,SMAD6,TRUE,TRUE
Smad9,SMAD9,TRUE,TRUE
Smap2,SMAP2,TRUE,TRUE
Smarca2,SMARCA2,TRUE,TRUE
Smarca4,SMARCA4,TRUE,TRUE
Smarcad1,SMARCAD1,TRUE,TRUE
Smarcc1,SMARCC1,TRUE,TRUE
Smarcd1,SMARCD1,TRUE,TRUE
Smarce1,SMARCE1,TRUE,TRUE
Smc1a,SMC1A,TRUE,TRUE
Smcr8,SMCR8,TRUE,TRUE
Smg1,SMG1,TRUE,TRUE
Smg5,SMG5,TRUE,TRUE
Smg9,SMG9,TRUE,TRUE
Smo,SMO,TRUE,TRUE
Smok2a,NA,FALSE,FALSE
Smpd4,SMPD4,TRUE,TRUE
Smr3a,SMR3A,TRUE,TRUE
Smtn,SMTN,TRUE,TRUE
Smtnl2,SMTNL2,TRUE,TRUE
Snai3,SNAI3,TRUE,TRUE
Snapc2,SNAPC2,TRUE,TRUE
Snapc4,SNAPC4,TRUE,TRUE
Snd1,SND1,TRUE,TRUE
Sned1,SNED1,TRUE,TRUE
Snf8,SNF8,TRUE,TRUE
Snph,SNPH,TRUE,TRUE
Snrnp40,SNRNP40,TRUE,TRUE
Snta1,SNTA1,TRUE,TRUE
Snu13,SNU13,TRUE,TRUE
Snupn,SNUPN,TRUE,TRUE
Snx18,SNX18,TRUE,TRUE
Snx21,SNX21,TRUE,TRUE
Snx25,SNX25,TRUE,TRUE
Snx29,SNX29,TRUE,TRUE
Snx30,SNX30,TRUE,TRUE
Snx4,SNX4,TRUE,TRUE
Snx9,SNX9,TRUE,TRUE
Soat2,SOAT2,TRUE,TRUE
Sod3,SOD3,TRUE,TRUE
Soga1,SOGA1,FALSE,FALSE
Son,SON,TRUE,TRUE
Sorbs2,SORBS2,TRUE,TRUE
Sorbs3,SORBS3,TRUE,TRUE
Sorcs3,SORCS3,TRUE,TRUE
Sord,SORD,TRUE,TRUE
Sort1,SORT1,TRUE,TRUE
Sos1,SOS1,TRUE,TRUE
Sos2,SOS2,TRUE,TRUE
Sowahb,SOWAHB,TRUE,TRUE
Sox14,SOX14,TRUE,TRUE
Sox2,SOX2,TRUE,TRUE
Sox30,SOX30,TRUE,TRUE
Sox5,SOX5,TRUE,TRUE
Sox6,SOX6,TRUE,TRUE
Sp1,SP1,TRUE,TRUE
Sp110,SP110,TRUE,TRUE
Sp140,SP140,TRUE,TRUE
Sp8,SP8,TRUE,TRUE
Spa17,SPA17,TRUE,TRUE
Spag1,SPAG1,TRUE,TRUE
Spag16,SPAG16,TRUE,TRUE
Spag17,SPAG17,TRUE,TRUE
Spag9,SPAG9,TRUE,TRUE
Spam1,SPAM1,TRUE,TRUE
Sparc,SPARC,TRUE,TRUE
Sparcl1,SPARCL1,TRUE,TRUE
Spata18,SPATA18,TRUE,TRUE
Spata31,SPATA31A1,TRUE,TRUE
Spata31d1a,SPATA31D1,TRUE,TRUE
Spata31d1b,SPATA31D1,TRUE,TRUE
Spata31d1d,SPATA31D1,TRUE,TRUE
Spata46,SPATA46,TRUE,TRUE
Spata5,SPATA5,FALSE,FALSE
Spatc1l,SPATC1L,TRUE,TRUE
Spats2,SPATS2,TRUE,TRUE
Spats2l,SPATS2L,TRUE,TRUE
Speer2,NA,FALSE,FALSE
Speer4a,NA,FALSE,FALSE
Speer4b,NA,FALSE,FALSE
Speer4f2,NA,FALSE,FALSE
Spen,SPEN,TRUE,TRUE
Spice1,SPICE1,TRUE,TRUE
Spin2f,SPIN2A,FALSE,FALSE
Spo11,SPO11,TRUE,TRUE
Spocd1,SPOCD1,TRUE,TRUE
Spop,SPOP,TRUE,TRUE
Spopfm2,SPOP,TRUE,TRUE
Sppl2b,SPPL2B,TRUE,TRUE
Sppl2c,SPPL2C,TRUE,TRUE
Sppl3,SPPL3,TRUE,TRUE
Sprr1b,SPRR1B,TRUE,TRUE
Sprr2g,NA,FALSE,FALSE
